s,t,a,t,u,s
Senate -- Notification that SB201 is now Act 101,,,,,
Senate -- Notification that SB202 is now Act 102,,,,,
Senate -- Notification that SB209 is now Act 103,,,,,
Senate -- Notification that SB210 is now Act 104,,,,,
Senate -- Notification that SB214 is now Act 105,,,,,
Senate -- Notification that SB222 is now Act 106,,,,,
Senate -- Notification that SB223 is now Act 107,,,,,
House -- Notification that HB1076 is now Act 108,,,,,
House -- Notification that HB1144 is now Act 109,,,,,
House -- Notification that HB1287 is now Act 110,,,,,
House -- Notification that HB1078 is now Act 111,,,,,
House -- Notification that HB1271 is now Act 112,,,,,
House -- Notification that HB1272 is now Act 113,,,,,
House -- Notification that HB1285 is now Act 114,,,,,
House -- Notification that HB1288 is now Act 115,,,,,
House -- Notification that HB1290 is now Act 116,,,,,
House -- Notification that HB1292 is now Act 117,,,,,
House -- Notification that HB1293 is now Act 118,,,,,
House -- Notification that HB1294 is now Act 119,,,,,
House -- Notification that HB1295 is now Act 120,,,,,
