s,t,a,t,u,s
Senate -- Notification that SB200 is now Act 161,,,,,
Senate -- Notification that SB213 is now Act 162,,,,,
Senate -- Notification that SB215 is now Act 163,,,,,
Senate -- Notification that SB216 is now Act 164,,,,,
Senate -- Notification that SB220 is now Act 165,,,,,
Senate -- Notification that SB224 is now Act 166,,,,,
Senate -- Notification that SB266 is now Act 167,,,,,
Senate -- Notification that SB267 is now Act 168,,,,,
Senate -- Notification that SB268 is now Act 169,,,,,
Senate -- Notification that SB269 is now Act 170,,,,,
Senate -- Notification that SB270 is now Act 171,,,,,
Senate -- Notification that SB271 is now Act 172,,,,,
Senate -- Notification that SB272 is now Act 173,,,,,
Senate -- Notification that SB273 is now Act 174,,,,,
Senate -- Notification that SB274 is now Act 175,,,,,
Senate -- Notification that SB275 is now Act 176,,,,,
Senate -- Notification that SB276 is now Act 177,,,,,
Senate -- Notification that SB277 is now Act 178,,,,,
Senate -- Notification that SB279 is now Act 179,,,,,
Senate -- Notification that SB285 is now Act 180,,,,,
