s,t,a,t,u,s
House -- Notification that HB1009 is now Act 141,,,,,
House -- Notification that HB1010 is now Act 142,,,,,
House -- Notification that HB1031 is now Act 143,,,,,
House -- Notification that HB1033 is now Act 144,,,,,
House -- Notification that HB1041 is now Act 145,,,,,
House -- Notification that HB1042 is now Act 146,,,,,
House -- Notification that HB1184 is now Act 147,,,,,
Senate -- Notification that SB227 is now Act 148,,,,,
Senate -- Notification that SB104 is now Act 149,,,,,
Senate -- Notification that SB106 is now Act 150,,,,,
Senate -- Notification that SB172 is now Act 151,,,,,
Senate -- Notification that SB228 is now Act 152,,,,,
House -- Notification that HB1212 is now Act 153,,,,,
Senate -- Notification that SB236 is now Act 154,,,,,
Senate -- Notification that SB165 is now Act 155,,,,,
Senate -- Notification that SB136 is now Act 156,,,,,
Senate -- Notification that SB148 is now Act 157,,,,,
Senate -- Notification that SB32 is now Act 158,,,,,
Senate -- Notification that SB88 is now Act 159,,,,,
Senate -- Notification that SB245 is now Act 160,,,,,
