s,t,a,t,u,s
House -- Notification that HB1051 is now Act 61,,,,,
House -- Notification that HB1107 is now Act 62,,,,,
House -- Notification that HB1174 is now Act 63,,,,,
House -- Notification that HB1216 is now Act 64,,,,,
House -- Notification that HB1217 is now Act 65,,,,,
Senate -- Notification that SB70 is now Act 66,,,,,
Senate -- Notification that SB74 is now Act 67,,,,,
Senate -- Notification that SB76 is now Act 68,,,,,
Senate -- Notification that SB100 is now Act 69,,,,,
Senate -- Notification that SB128 is now Act 70,,,,,
Senate -- Notification that SB145 is now Act 71,,,,,
Senate -- Notification that SB4 is now Act 72,,,,,
Senate -- Notification that SB7 is now Act 73,,,,,
Senate -- Notification that SB21 is now Act 74,,,,,
Senate -- Notification that SB34 is now Act 75,,,,,
Senate -- Notification that SB35 is now Act 76,,,,,
Senate -- Notification that SB84 is now Act 77,,,,,
Senate -- Notification that SB123 is now Act 78,,,,,
Senate -- Notification that SB125 is now Act 79,,,,,
Senate -- Notification that SB126 is now Act 80,,,,,
